word,frequency,example_sentence
なにっ,3,なにっ。
なー,3,なーんだカビか。
にて,3,ご返事承ったわそれでは戦場にて会いましょう。
のけ,3,今回の侵攻だって奴らを跳ねのけただろ。
のんびり,3,そうね戦後は村でのんびり暮らすのはどう。
はぐれ者,3,我々のようなはぐれ者に施しをくれるのは君たちだけだ。
はて,3,私はてっきり暇を告げられたのかと。
はな,3,実はな。
はやく,3,はやく帰らないと。
はるばる,3,この雪の大地へ遠路はるばるよくぞやってきた。
はん,3,はんとっとと失せな。
はァ,3,そうかなら向かうはァストクゴラの町だ。
ばっ,3,じっちゃんばっちゃん。
ひたむき,3,真っすぐでひたむきなリアに惹かれてるって。
ほほう,3,ほほう自ら同胞の屍を斬り捨ててくるとはな。
まぐれ,3,気まぐれかそうだな。
まじまじ,3,そんなにまじまじ見られると恥ずかしいな。
もた,3,もたぬ体が崩れる。
やきもち,3,けどそうか、やきもちか。
やけ,3,おかしい、やけに静かだ。
やたら,3,装備がやたらと重い交代まで耐えるとか地獄だぜ。
やり手,3,若い女性と聞きますがなかなかやり手のようです。
やり直す,3,でも何度だってやり直すわ私、強いのよ。
やん,3,悔やんでも悔やみきれん。
ゆ,3,ゆくぞ。
ゆけ,3,さぁゆけい屍兵よ反乱軍に地獄を見せるのじゃ。
よこ,3,見よこの力を。
よっしゃ,3,よっしゃこれで二つ目だな。
よっぽど,3,よっぽどお前を慕い厚く信頼してるんだろう。
よほど,3,よほど表には出ないんだなこれは先行き長そうだ。
よー,3,いきますよー。
よーし,3,よーし出港だあばよ反乱軍ども。
らし,3,殿下いらしていたのですか。
ろくに,3,いーや、最近は戦い続きで毛繕いもろくにできてねぇよ。
わかれ,3,わかればいいのだ。
わきまえ,3,王子すみません立場もわきまえず。
わたし,3,お姉ちゃんわたし怖い。
んで,3,なんでだよ。
アクティブ,3,スキルにはアクティブとパッシブ二系統のスキルがあると思うが。
アロー,3,「アローカバー」で弓の攻撃から皆を守ってやる。
ィ,3,トラィス。
イ,3,イイ。
イェイド,3,俺の「イェイド」見てくれたか。
イデア,3,イデアの手鏡を勲章30個で交換して差し上げましょうか。
イニコラ,3,港町ォイニコラ。
イヤ,3,イヤァア。
ェ,3,メェェ。
エ,3,メエ。
オイル,3,はぁやっぱりこのオイルいい香りね。
オーバー,3,ユニコーンオーバーロードと。
カタ,3,冗談じゃねえその前にカタを付けてやる。
ガラ,3,ガラドミア。
キウルクッカ,3,あちらがキウルクッカの町です。
キリ,3,くそっこのままじゃキリがねぇぞ。
クカカ,3,クカカ馬鹿めまんまと寄ってきたな。
クズ,3,抜け殻となったクズ同然だった。
クマ,3,これはマジックマインですね。
ケジメ,3,散り散りになっちまった奴にもケジメつけてえからな。
コツコツ,3,傭兵稼業でコツコツ貯めてるがなかなか貯まらねえよ。
コンキアージ,3,コンキアージの町。
ゴキュ,3,ゴキュ、40ゴキュ、40ゴキュ。
サントルリッシュ,3,サントルリッシュの町近郊。
シチュー,3,なんだ、シチューか。
シャーマン,3,なんか頭抱えて悩んでるシャーマンがいたよ。
シュ,3,シュの町。
ジジイ,3,なんじゃそりゃ小僧じゃなくてジジイの方だったか。
ス,3,クルス。
ストクゴラ,3,ァストクゴラの町。
スラッシュ,3,「フォロースラッシュ」の欠点は命中率の低さだ。
ソレ,3,くっはっはなんだソレ王子様のやることかよ。
ソードマン,3,我らは「ソードマン」必中の攻撃行動の速さが売りだ。
タイプ,3,どのクラスもいずれかのタイプに属していて。
タリスマン,3,うーん神樹のタリスマンか。
ダ,3,ダメ。
チェイン,3,「キリングチェイン」はその名のとおり連鎖する攻撃だ。
チビ,3,マゼランの後をくっついてたチビがよお。
ドラシア,3,ドラシア材30個で橋を修復。
ドーモ,3,そりゃドーモ。
ニンニク,3,実はニンニクは私の好物でな今晩の食事も楽しみにしている。
ノルベール,3,ノルベール様ご指示を。
ハァハァ,3,ハァハァ。
ハグッ,3,ハグッ。
バケツ,3,なるほどそれならたしかに重いバケツを持たなくていいね。
バフ,3,バフ「エンハンスドスピア」が持ち味です。
バンザイ,3,バンザイ。
パッシブ,3,18「パッシブスティール」で敵のを奪ったり。
ヒール,3,私の「ビフォアヒール」攻撃される直前に味方を回復します。
フェイタルフォール,3,「フェイタルフォール」自身の体力分のダメージを与えます。
フェブライト,3,フェブライトを持ってきたんだな何を強化するんだ。
フォーク,3,そっちはフォークを使って上品にね。
ペイズトン,3,君とのペイズトンでの戦いは私の人生を変えた。
ホラ,3,それがお前となりゃホラ、あれだ。
マジック,3,これはマジックマインですね。
マーセナリー,3,私たち18「マーセナリー」は一撃の威力が自慢だ。
ライン,3,「ラインバリア」で皆さまを守ってみせます。
リベンジ,3,「リベンジアックス」は体力の少ないときに威力が上がる。
リボン,3,なんだこれ20リボン。
ルート,3,ルートィヒ様。
レシピ,3,何か新しいレシピか食材が調達できればよいのですが。
ワイド,3,敵がデバフ状態「ワイドブレイカー」が持ち味だ。
ワイバーン,3,ワイバーンがいるな飛んでるのは弓兵で相手するか。
一列,3,俺たち「グラディエーター」はこの大斧で敵一列を薙ぎ払う。
一刻,3,こんなの一刻も早く止めさせないとな。
一国,3,君が一国の王か。
一掃,3,敵を一掃し周辺の安全を確保しました。
一生懸命,3,クロエは十分一生懸命だと思っているよ俺は。
一端,3,君が王に至るまでの道その一端を担えたこと、光栄だ。
一筋縄,3,斥候の話からしてもやはり攻略は一筋縄ではいかないか。
一角,3,一角獣の指輪と。
丈夫,3,大丈夫か。
上手,3,そう上手くいくかい。
上手い,3,俺ってさ勝ち馬に乗るのだけは上手いんだよね。
上達,3,互角の者同士で競り合う方が上達も早い。
上限,3,で編成人数の上限を増やしましょう。
上陸,3,反乱軍の上陸を確認しました。
下がる,3,まだ食い下がる気かコイツ。
下っ端,3,俺ら下っ端を処刑しなかったことには素直に感謝するぜ。
下る,3,天罰が下るなら俺に下ればいいんだ。
下ろし,3,見苦しいぞガレリウス武器を下ろして降参しろ。
不信感,3,正直に言おう俺もコルニア人には不信感があった。
不在,3,王が不在の間は私どもにお任せください。
不審,3,不審なやつだ始末しておくか。
不憫,3,仲間に見捨てられるとは不憫な娘ね。
不本意,3,雛と揶揄されるのは不本意でしたが。
不謹慎,3,なあ、アレインよ不謹慎かもしれねえけどさ。
不躾,3,ああ、不躾に見られたら嫌だよなすまない。
並ん,3,岩が円を描くように並んでいますねうーん。
中立,3,敵・中立軍に味方拠点が制圧される。
串刺し,3,串刺しになる予定は今のところねえかな。
主君,3,主君に失礼があってはいけませんから。
久方ぶり,3,ァージニア姫久方ぶりだ。
乗っ取っ,3,アレインを乗っ取ったってのかお前。
乗り込ん,3,おいマンドラン解放軍って連中が乗り込んできたぞ。
乱心,3,貴様乱心したか。
些細,3,一角獣もここにはいない乙女かどうかは些細なことだ。
亡くさ,3,ジスラン様も病で奥方を亡くされ人が変わられた。
亡くし,3,俺も幼いころに両親を亡くした心の傷を癒やすのは難しい。
交える,3,君の知る正教の者たちとも剣を交えることになる。
交わす,3,あんたとこうして酒を酌み交わす時がくるとはな。
人さらい,3,人さらいらしき野郎を追いかけてきたんだが。
人助け,3,これからは人助けしながら生きてみるってのも悪かねぇな。
人気,3,その姿を皆が称え、親しみ彼はすぐに人気者になったんだ。
仕事中,3,大事な仕事中だ邪魔するならあっち行ってくれ。
仕向け,3,バルトロが正教に仕向けていたのですな。
仕打ち,3,港に手を出せば手ひどい仕打ちを喰らうぞ。
付い,3,だいたい片付いたか。
付近,3,あーオアシス付近はまだちっと涼しいな。
代表,3,アレイン殿下、こちらがフルス義勇軍の代表で。
令嬢,3,ふーん令嬢ってやつも大変だね。
以降,3,一回目はちゃんと受け取ったんだぜでも二回目以降はよ。
仰い,3,む何か仰いましたか。
伝来,3,連中に騎士団伝来の槍の技存分に味わわせてやる。
伺っ,3,大事なお話があると伺ったのですが。
似合わ,3,顔に似合わずお上手なんですよね。
住み,3,今は岩鼠団って盗賊団が住みついているみたい。
何十,3,もう何十年も昔の話です。
余っ,3,こんな日はやけ食いしかねえクロエ、なんか余ってないか。
作ろう,3,なんで鎧で食いもん作ろうとしてんだコイツは。
使役,3,聞けばゼノイラは一部で賊まで使役しているようです。
使者,3,なんの用用があるなら使者を立ててくれないかしら。
例え,3,そうですね我が国の夜明けを例えるなら。
侍医,3,これからは侍医としてあなたの傍で生活をする。
侮っ,3,たかが盗賊の頭と侮っては痛い目を見るぞ。
侯,3,あなた、元は王侯貴族の出身だったりしない。
保つ,3,出陣の準備を急げ秩序を保つのだ。
保管,3,この情勢ですので保管を厳重にする必要がありまして。
修得,3,自力であの剣技を修得したのか。
修業,3,レックスが剣の修業に明け暮れるようになったのはそれからか。
修行,3,私たちにとっては修行の場ですね。
個人,3,多少、個人差はあるけどね。
個人的,3,伝令では伝えられないような個人的な話ということですか。
倒そう,3,私はここだ一緒にガレリウスを倒そう。
倒れる,3,まだだ倒れるわけにはいかないぞ。
側面,3,木々に紛れ側面から攻めるつもり。
催し,3,彼女は出席する会合などの催しで毎度、一波乱を起こしていたが。
傷痕,3,すごい傷痕だな。
充実,3,物資が充実してりゃ仕事にも精が出るってもんさ。
先制,3,長所である先制攻撃で確実に撃破を狙う編成だ。
先導,3,情報によると先導していたのはガレリウスのようです。
先日,3,先日町を追われてしまいました。
克服,3,ここではその弱点を克服した新たな呪術をお見せします。
免れ,3,当主の隠居と領地の接収それで我が家は取り潰しを免れた。
入団,3,母さんの鎧姿騎士団入団記念とかのだと思う。
全身,3,あぁ全身の肉が痛いまったく人の体で無茶してくれるよ。
八方,3,いいかね天使同士の戦いでは攻撃は四方八方から来る。
共通,3,ああ、そうだな意外な共通点だ。
内心,3,私と同じようにとそう、内心で嘲笑ったものだ。
再出発,3,ああ、ここから再出発だな。
冷やかし,3,冷やかしならどっか行ってろ。
凌ぐ,3,雪で空腹を凌ぐ日もあったけどそれももう昔の話。
凛々しい,3,こいつは故郷でもひときわ凛々しいやつだった。
凶悪,3,凶悪な怪物か、はたまた壊れた建物のようにも見えますが。
出会う,3,ラモーナ様に出会う前のこと覚えてないから。
出来事,3,もしあんな出来事がなければ違う未来があったのかもね。
出発,3,ああ、ここから再出発だな。
出直し,3,足りないじゃねぇか出直してくるんだな。
出稼ぎ,3,私は出稼ぎで故郷を離れていますが。
出自,3,だろうなまあ、出自は問わんのがウチの流儀だ。
出頭,3,俺はまだ出頭するつもりはないぞ。
切り,3,裏切りは覚悟のうえか。
切り拓く,3,一角獣の伝承に深く関係するアルビオンの大聖堂を訪れることで新たな道を切り拓くことができるかもしれません。
切る,3,しらを切るつもりか。
判明,3,ドラケンガルドに逃れておられたのが判明した次第です。
利点,3,互いの信頼を約束する契約だたしかにそういう利点もある。
到達,3,砂漠の入り口に到達する。
制限,3,ステージ攻略の制限時間切れ。
刺せ,3,槍で刺せ、か。
刺激的,3,たまに刺激的な陽の光を浴びたくなるの私。
前衛,3,18「イェイド」で攻撃をかわして前衛を維持できるんだ。
剣聖,3,なんと言うことだ剣聖と呼ばれた方が。
割い,3,うしかし、私一人にそこまで時間を割いていただくわけには。
力不足,3,今の俺では力不足ということか。
加える,3,部隊に加える兵種や装備にも気を配ってみてくれ。
加工,3,コルサイトは柔らかくて加工がしやすい。
助け合う,3,獣人が氏族の境なく助け合うよう他国とも助け合うべきだと。
助言,3,あんたの言う攻め時ってやつを俺に助言してくれよな。
努める,3,モルドンは石工として町や村の復興に努める。
動かさ,3,まぁな、だが体は動かさないとすぐに鈍っちまうし。
勝た,3,今日は俺が勝たせてもらうぜアレイン。
勝機,3,勝機はあるはずここで退く選択肢はない。
勝者,3,クク勝者の余裕か私はまだ負けてはおらんぞ。
勧め,3,三角獣傭兵団にいたやつはたいてい本を勧めても読まなかった。
包ま,3,そうですね、森は美しく神秘に包まれていますが。
匹,3,この遍歴の騎士ローランが一匹残らず駆逐する。
卑怯,3,くっ卑怯な。
南方,3,ファソンの町南方。
南部,3,二十年以上も前コルニア領南部での話です。
単に,3,だが簡単に死ぬ気はない。
印,3,指輪の封印を解き再びここへ。
危な,3,危ないっ。
危機感,3,かえって心配になる危機感が薄いのではとな。
厳し,3,隊長は厳しくも優しい方だった。
参謀,3,アレイン殿下今私は解放軍の参謀としてではなく。
反射,3,いい絵だ、胸に掲げた剣が太陽を反射してきらめいて。
反発,3,ライマンは大いに反発しました。
口調,3,その口調はなんだキトラお前らしくないぞ。
可哀想,3,可哀想にな。
台詞,3,こっちの台詞だぜ、ベレニス。
右,3,え右も左も敵だらけで大変。
叶える,3,怯えて暮らす仲間を救いたいお前らはそれを叶える希望だ。
合わ,3,わ、割に合わねえ。
合わせよう,3,おい、トラィスなぜ私と目を合わせようとしないのだ。
合図,3,頃合いね別動隊に合図を出して。
同席,3,よければ君も同席してもらえると嬉しいのだが。
名君,3,ギルベルト、貴方は聡明で如才ない名君だ。
名案,3,なるほど名案ですね。
吐い,3,弱音を吐いても仕方ない。
向か,3,迷いの森へ向かう。
味わい,3,森の木々が受けた苦しみその身で味わいなさい。
味わっ,3,事情は違えど私たちは同様の辛苦を味わってきている。
呼びかけ,3,無駄よもう呼びかけには応えない。
呼び方,3,あごめんなさい急に蠍頭なんて呼び方をして。
呼べる,3,癒やしの雨を呼べる代物だ敵将との決戦で役立つかもな。
呼応,3,新生コルニア王に呼応し。
咎め,3,なんだ王子さんやっぱり咎めにきたのか。
咲く,3,こんなところで強く可憐に咲く花たちが。
問い質さ,3,直接問い質さねばナイジェル様を追うぞ。
喋り,3,きゃえなんですか岩が喋りました。
嘆き,3,無念に散った同胞たち皆の嘆きを怒りに変えて。
噛ま,3,噛まれやしないかと不安なのだ。
回,3,よし、もう一回だ。
回ら,3,いや無理だというか、目が回らんので。
回り,3,目が回りそうになっちまう。
回る,3,なあ、これからはあたしも一緒に回るよ。
回収,3,コルヌの聖灰を見つけました回収しておきますね。
固い,3,意思は固いようだな。
固める,3,重い鎧で身を固めることなど動きを鈍らせるだけだとな。
地形,3,地形も複雑で攻略は困難に見えました。
埋め,3,死体もあっちで埋めたって以前はいい領主様だったんだけどな。
城下町,3,グランコリヌ城下町。
域,3,解放地域を増やす。
執着,3,不思議ねお金に執着する人には見えないけど。
堅実,3,なんつーか、おっさんは堅実すぎるっつーか。
堕ち,3,ベレンガリア将軍も堕ちたものだな。
報わ,3,これで団長たちも報われるな。
境,3,独特な環境だな。
墓,3,コルニアの墓所残り4。
増す,3,夜になると獣人たちの強さが増すのだ。
声がけ,3,気が変わったらまたお声がけください。
売り,3,お前なら金のために誇りも売り渡しそうだな。
売る,3,高く売れるからとエルフをさらって奴隷として売る。
売れ,3,だいたい売れたね。
変える,3,そうだな褒美を食事から他の何かに変えるのはどうかな。
外し,3,今は口外しないと約束しよう。
夜明け,3,そうですね我が国の夜明けを例えるなら。
夜盗,3,さっきは悪かった夜盗かと思ってさ。
夜空,3,夜空を、ゆっくり眺めたかったの。
夢中,3,陛下皆さんとの会話に夢中になってお疲れではないですか。
大して,3,いいよいいよ大して残ってないけどね。
大昔,3,この辺りには大昔に滅亡した国があったらしい。
大概,3,調子こくのも大概にしろよテメエ。
失くし,3,戦場でうっかり失くしでもしたら洒落にならないだろう。
失せ,3,失せな反乱軍。
奔走,3,ギャメルは友人と共に復興と戦後処理のため各地を奔走する。
奢っ,3,終わったぜ礼は酒でも奢ってくれりゃあ40んどうした。
奮闘,3,はい、殿下一意奮闘する所存でございます。
好か,3,それに気持ちはよくわかる堅苦しいのは好かん。
好し,3,しっかし、こんなお人好し本当にいるんだな。
好都合,3,クククこれは好都合奴らに思い知らせてくれよう。
如き,3,ほほお主自体が亡国コルニアの生ける屍の如きじゃろうて。
姐,3,あれ姐さん。
婚姻,3,ァージニアの逃亡を助けたのも兄上と婚姻を結ばせるため。
嫌がらせ,3,こいつと帰ってからは嫌がらせもなくなったな。
子孫,3,子孫代々の体に宿り剣を極め続けようとしたのさ。
子猫,3,子猫。
学ぶ,3,歴史から学ぶことは多くあると母上も言っていたな。
安らぐ,3,アルビオンに来ると心が安らぐ気がする。
完熟,3,そうだなぁ完熟蜜リンゴとかどうだろう。
宮殿,3,地下宮殿パランシペルト。
家庭,3,バストリアスの家庭ではよく食べられる料理なんですよ。
家系,3,なるほど王に仕えているのは貴女の家系なのか。
容易く,3,奴はいとも容易くワシの仲間を斬り伏せおった。
宿り,3,あまたの精霊が宿りしこの大地を司る神樹です。
寄り添い,3,今ゼノイラの支配に苦しむ人々に寄り添い、助けることができるだろう。
寄越し,3,指輪、寄越しな。
密偵,3,いわゆる密偵ってやつだな情報収集が主な仕事だ。
寝よう,3,さて俺はそろそろ帰って寝ようと思う。
寝台,3,聞くまで寝台に戻られないご様子ですね。
寝相,3,私はむしろ寝相が良すぎて困ってるくらいよ。
寝言,3,ロザリンデ、寝言を呟いていたぞ。
寡黙,3,寡黙で厳しかった父から書簡が来ること自体は驚きでしたが。
対応,3,上手く対応できたでしょうか。
尋ね,3,あのーお尋ねしたいのですがいいですか。
小さかっ,3,小さかった私をあの島へ送り届けたのが彼です。
小さく,3,この政治的影響は小さくないきっと重宝してくれるわ。
小娘,3,うるさい小娘が。
少年,3,さっきの少年でもか。
少数,3,少数の監視を残し、王子の軍はソルドラーガ城に集結しております。
屈辱,3,そう信じて気丈に待ち続けあらゆる苦痛も屈辱も耐え。
屋根,3,支援のおかげで穴の開いた屋根を修繕できたんです。
展開,3,何かを触媒に術を大きく展開したものだわ。
崩し,3,兵たちよ、行きなさい態勢を崩した今が好機よ。
崩壊,3,皇帝ガレリウスの消滅と共に崩壊。
崩御,3,ゼノイラに敗れ父上が崩御されてからこれまで。
巡回,3,巡回するゼノイラ正規兵に気をつけてお進みください。
師弟,3,師弟の絆は厚いということね素敵だわ。
帰す,3,ワシの知識も研究も無に帰すと。
帰れる,3,帰れるなんて思ってないさ。
干渉,3,神樹に守られたエルフは不干渉を貫いていた。
平民,3,なぜあんな平民上がりの騎士が重用されてんだ。
平等,3,イレニア様は二人に対して平等に叱ってくれた。
年老い,3,いや年老いた魔女なんてどこにも。
幼かっ,3,殿下はご立派になりました幼かった殿下が。
幼少,3,騎士になるため、その一心で幼少期を過ごしてきた。
幽霊,3,猫に目がなく幽霊に腰を抜かすなんて。
広まっ,3,それは突如としてこの地に広まった死病のせいだ。
延長,3,お茶それはお仕事の延長になっている気もしますが。
建築,3,やはりバストリアスの建築とは違っていて、とても面白いですね。
引き出さ,3,これで秘められた一角獣の真の力が引き出されるはずよ。
引き取り,3,ご用の無い方はお引き取りください。
引き留め,3,思わず引き留めちゃった。
引き継い,3,結局、ブルーノが団を引き継いだみたいだけどな。
引っ張る,3,おい、プリム服を引っ張るな。
張っ,3,胸を張っていきなさい。
強制,3,ククそうだ、獣人に与えた命令を強制的に実行させる魔石。
強固,3,我らの強固な守りその目で確かめてくれ。
強引,3,行ってしまったか強引なやつだ。
強欲,3,さっき渡した金で全部だ強欲なヤツめ。
当たら,3,くそなんで当たらないんだ。
当たり,3,当たり前だ。
当たる,3,夜風に当たると少し、心が落ちつくので。
当番,3,さ、もう行くか今日の飯当番はお前だろ。
形勢,3,くそ一気に形勢逆転か。
彫像,3,この彫像も綺麗に磨いておかないとな。
彫刻,3,んこの彫刻。
待つ,3,敵将の帰国を待つ作戦だと。
待てよ,3,待てよ。
待機,3,次の出撃までこの町で待機しております。
後れ,3,ベレニスは騎馬兵相手にも後れをとらず戦っている。
後押し,3,まるでゼノイラ軍の侵攻を後押しするように広まった病で。
後継者,3,後継者を巡って内乱が勃発魔術の応酬で戦いは泥沼と化し。
後続,3,後続部隊、続け。
得し,3,頑張って説得したんだけどなぁ。
得よう,3,名声をいくら得ようと母上は帰ってこない。
徹底的,3,迎え討つ準備はできている徹底的に叩き潰してやれ。
心地,3,お前の膝も居心地がいい。
心得,3,剣で身を立てるなどあの子は剣の心得などないのに。
心意気,3,その心意気は嬉しいよ。
心構え,3,だからこそ、それを取り戻す心構えで生きねばならぬ。
心臓,3,俺じゃなかったら心臓のど真ん中を射抜かれてたぜ。
心許ない,3,私一人じゃ心許ないどうか手を貸してくれ。
怒る,3,私より早く死んだら怒るからね。
思い知ら,3,ハッハッハ上等だ力の差を思い知らせてくれるわ。
思い詰め,3,だが、先のことであまり思い詰めないことだ。
思い返す,3,ははい、思い返すと少し恥ずかしいですね忘れてください。
怠る,3,無論だ訓練を怠るつもりはない。
怪し,3,押し入った者こそ怪しまれよう。
怪しま,3,押し入った者こそ怪しまれよう。
恐れる,3,もはやゼノイラ軍など恐れるに足りませんね。
恐れ多い,3,こうして足を踏み入れるだけでも恐れ多いというのに。
恐悦,3,大変ありがたき申し出恐悦至極に存じます。
恨ま,3,大方、恨まれてる身内に告発されたんだろ。
恵まれ,3,私は良き主に恵まれた果報者です。
悔やん,3,悔やんでも悔やみきれん。
悩ま,3,最近、我々は盗賊団に悩まされているのです。
悩む,3,そもそもよ、ごちゃごちゃ悩むのが柄じゃねーよな。
悪党,3,おう、あの悪党懲らしめてやるまで背は向けられねえ。
悪口,3,姉は悪口ですらあの調子根が生真面目なんです。
悪行,3,この世の誰をも毒する悪行私たちが絶対に止める。
悪霊,3,悪霊と化した魂が解き放たれれば大きな災いとなろう。
悲しい,3,いえ悲しいことに彼らは飛ぶことが。
悲劇,3,二度とあのような惨たらしい悲劇が起こらぬようにと。
情け,3,クソッ情けねぇ。
惚れ薬,3,それにしても惚れ薬だなんて。
惜しま,3,アレインこれからも協力は惜しまない。
惜しみない,3,ベレンガリアとアレインは純白の衣装に包まれ、民の惜しみない祝福のもと結ばれた。
惨劇,3,惨劇の跡には一角獣と心を通わせた。
想定,3,おのれ想定外に進軍が速いわね。
愛らしかっ,3,フフ、あの時のお前は本当に愛らしかったな。
愛用,3,あなたの愛用した物だけがあるのは寂しいことです。
感じ取っ,3,さあ、指輪のアタシの力を感じ取って。
感服,3,しかし、私のこの鎧を破るとは正直、感服いたしました。
慕い,3,よっぽどお前を慕い厚く信頼してるんだろう。
慕う,3,ヒルダ部下が慕う有能な指揮官は敵としては厄介だ。
慧眼,3,それが今では隊を率いる立派な戦士ララノアの慧眼のおかげね。
憎しみ,3,心から、安堵できたのです憎しみなど一つも湧きませんでした。
懇意,3,俺が言えたことではないが懇意の女性は優先してやった方がいい。
成し遂げよう,3,死霊使いの力を借りてまで成し遂げようと。
戦時,3,ステージの作戦時間をオーバーしました。
戦果,3,ヒルダ今日は飛竜と共に凄まじい戦果をあげていたな。
戦況,3,これなら戦況を覆すことも不可能ではないな。
戯れ,3,お戯れをあとで話を聞かせてもらいますよ。
戯言,3,下卑た戯言はそこまでだアレイン、やるぞ。
戻れる,3,町を守ってくれてありがとう俺たちも仕事に戻れるよ。
手作り,3,友達と手作り氷菓子か。
手分け,3,陣地の方はこちらで手分けしてあたります。
手帖,3,ちょ、ちょっと僕の手帖を勝手に。
手放さ,3,こんな状況でもゼノイラがここを手放さないのはそれが目当てだろう。
手放し,3,だからこそ手放しに、責任を負わず甘やかすことだってできる。
手早く,3,ああ、わかった手早く済ませて帰るぞ。
手綱,3,お前みたいな筋肉バカの手綱を引くやつがいるだろ。
手袋,3,これは、手袋。
才覚,3,殿下にもきっとその才覚が受け継がれておりましょう。
打ち砕く,3,言ってな俺たちがその野望を打ち砕く。
打ち破る,3,私も力を貸すぞ共にガレリウスを打ち破るのだ。
打撃,3,しかし、敵に大きな打撃を与え反撃の狼煙を上げることはできる。
払い,3,ふぉっふぉっふぉっ酔っ払いの話を聞いてくれるか。
払う,3,1払う2払わない。
扱える,3,なるほどとはいえこちらに魔法を扱える者がいないな。
扱っ,3,私ある不思議な魔法の手鏡を取り扱っているのです。
抑える,3,まだ子供たちが船に行こう、港を抑えるんだ。
抑えれ,3,を先に抑えれば逃げ場がなくなるということか。
投げ,3,それこそ投げナイフとかさ。
抜かし,3,獣に王は務まらぬなどと戯言を抜かしていたな。
押し,3,1押し通る2引き返す。
押し寄せ,3,くそ前線が崩れた拠点へ押し寄せてくるぞ。
押し通る,3,1押し通る2引き返す。
担い,3,担いででも一緒に帰るんだから。
担っ,3,ここはペイズトンに続く関所の役割を担った町だったんだ。
拘束,3,俺は正教の者ではないが反乱軍に拘束されると思っていた。
拝謁,3,もう数か月も拝謁が叶わぬ。
持ち味,3,バフ「エンハンスドスピア」が持ち味です。
持てる,3,嬉しいよ少し自信が持てる気がする。
挙げる,3,アタシが婚礼を挙げるその時までは生きなさい。
振る舞っ,3,孤児院の子供たちみんな気丈に振る舞ってはいるが。
振舞っ,3,おいしいお菓子を領民たちにも振舞っていました。
挺し,3,ホッホ単純な女よの身を挺して弟を庇うとは。
捕え,3,女王を捕えよ。
捕縛,3,挟み撃ちで奴らを倒せば彼女も捕縛できます。
掃討,3,ここ数年は抵抗勢力を掃討するクソな依頼しか無くてな。
授け,3,君は私に復讐の機会を授けてくれたそうだろう。
採れ,3,バスカリアこの辺りでよく採れる野草だね。
採石場,3,おかげさまで採石場も再開できたよよかったよかった。
探し出す,3,なるほどそれを探し出すのは困難を極めそうだな。
探り,3,まずは首都バスタリーツァの様子を探りに行くのがよろしいかと。
接する,3,殿下のお言葉や、解放軍の皆さんと接する中で気づいたんです。
接触,3,ええ、まずは接触してみるのがよいかと。
掲げる,3,1バストリアスブルーを掲げる2引き返す。
掴み,3,ベレニス様は掴みどころのない方だが受けた恩は決して忘れない。
握る,3,素朴な剣を握るたび、なぜ私はまだ生きているのかと自問した。
揶揄,3,雛と揶揄されるのは不本意でしたが。
損ない,3,おのれこの出来損ないの弟子どもめ。
携え,3,他でもない、一角獣の指輪を携えた解放軍が王子が、だ。
撃退,3,行けあいつらを撃退しろ。
撫でる,3,ええ撫でるわ。
支配者,3,やれやれまた支配者が変わるのかねぇ。
改める,3,その非道を悔い改めるならば今すぐ降伏しなさい。
改善,3,もちろん病人を収容する際の待遇は改善してもらう。
救い出す,3,行こう、北の遺跡へスカーレットを救い出すぞ。
救済,3,あなたと心を通わせたこと私を信じ、救済したこと。
敗走,3,皇帝に敗走はない。
教官,3,その教官も結構かわいいところがあったんだね。
敬愛,3,敬愛するあなたと同じ香りをまとえるなんて。
数千,3,この樹は数千年に渡って魔力を蓄積しながら成長したもの。
数多く,3,門外不出の秘技が数多くあると聞きます。
整理,3,副官から将軍の荷物を整理せよと命じられまして。
敷か,3,ウチの屋敷から宝石を根こそぎ奪いやがった。
文化,3,エルヘイムの文化に無いことは実践が難しいですね。
文字,3,傀儡の材料は文字どおり腐るほどできたでな。
文様,3,不思議な文様が刻まれている。
新王,3,新王様を陰で支える密偵なんてのも悪くないかもな。
新調,3,そろそろ新調しようと思ってたところだ。
旅人,3,黒爪盗賊団って連中が最近よく旅人を襲ってるらしい。
早,3,レーニス、早く。
明らか,3,明らかになめられてると思うんだけど。
晩,3,今夜は俺が晩酌に付き合った。
晴れ姿,3,あなたのいつかの晴れ姿期待しているわ。
暖かい,3,今日は寒いまだ暖かいほうだろう。
暗い,3,暗い中、大きな体躯と耳だけ見えて鎧が見えず野生のクマかと。
暗く,3,よく暗くなるまで遊びましたよねあの。
暮れる,3,さあ、お前も日が暮れる前にさっさと帰るんだな。
暴れる,3,竜も貴女でなければ暴れると聞いたからな。
書,3,読書が趣味なんだ。
書い,3,俺が書いた書類全部あいつが書き直すんだぞ。
最善,3,わかりました、それがこの国にとっても最善でしょうから。
最奥,3,最奥には聖剣が眠っているとお聞きしておりますが。
最小限,3,そうだななるべく最小限の戦闘を心がけよう。
最新,3,エンディング後の状態に戻りますがよろしいですか編成、装備などは最新の状態が維持されます。
服装,3,服装くらい大目に見てほしいもんさね。
朗らか,3,お祖父様は少し無謀なところが難点ですが人柄は朗らかでお茶目な方。
木の実,3,アレインはもう木の実を拾って食べないでね。
未だ,3,未だ実感は湧きませんが。
末端,3,いやちげえんだよ姉御それが、末端の傭兵たちがさ。
